ID,Gender,Location,Employment_Type,Work_Format,Company_Size,Experience_Level,Sector,Position,Average_Salary,J,L,Average_Salary_Numeric
1231,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Perakende ve E-tıcaret,Vendor Consultant,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1232,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Perakende ve E-tıcaret,Kurumsal Satış Uzmanı,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1233,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,İnsan Kaynakları Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1234,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Crm&Growth Specialist,41.000-50.000 TL,31.000-50.000 TL,%21-%35,45500.0
1235,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Intern,51.000-60.000 TL,Ek gelirim yok,%21-%35,55500.0
1236,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Perakende ve E-tıcaret,Product Designer,31.000-40.000 TL,20.000-30.000 TL,%11-%20,35500.0
1237,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Perakende ve E-tıcaret,E Ticaret Ve Reklam Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1238,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Perakende ve E-tıcaret,Sosyal Medya Yöneticisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1239,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,İş Geliştirme Uzman Yardımcısı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1240,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,Perakende ve E-tıcaret,Marketplace Operation Specialist,21.000-30.000 TL,51.000-70.000 TL,Almadım,25500.0
1241,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Müdür Yardımcısı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1242,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Perakende ve E-tıcaret,Global Logistics Senior Specialist,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1243,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Digital Analyst,51.000-60.000 TL,31.000-50.000 TL,%11-%20,55500.0
1244,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Junior Product Manager,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
1245,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Perakende ve E-tıcaret,Marketing Executive,61.000-70.000 TL,Ek gelirim yok,Henuz belli degil,65500.0
1246,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Stajyer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1247,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Marka Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1248,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Marka Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1249,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Hemşire,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
1250,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Ruhsatlandırma Uzmanı,31.000-40.000 TL,10.000-30.000 TL,Almadım,35500.0
1251,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,5-7 Yıl,Sağlık ve Tıp,Fizyoterapist,21.000-30.000 TL,31.000-50.000 TL,Almadım,25500.0
1252,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Klinik Araştırma Sözleşme Uzmanı,71.000-80.000 TL,71.000-90.000 TL,Almadım,75500.0
1253,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Dijital Pazarlama Supervisor,51.000-60.000 TL,Ek gelirim yok,%5-%10,55500.0
1254,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Sağlık ve Tıp,Hemşire (Yoğun Bakım),10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1255,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Pratisyen Hekim,81.000-90.000 TL,Ek gelirim yok,Almadım,85500.0
1256,Kadın,Yurt dışı,Tam zamanlı,Hybrid,100-149,1-3 Yıl,Sağlık ve Tıp,Bölgesel Ürün Satış Uzmanı,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
1257,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Klinik Araştırma,41.000-50.000 TL,150.000 TL ve üstü,Almadım,45500.0
1258,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Kalite Güvence Uzmanı,41.000-50.000 TL,31.000-50.000 TL,%11-%20,45500.0
1259,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Hemşire,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
1260,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Ruhsat Uzmanı,41.000-50.000 TL,Ek gelirim yok,Henuz belli degil,45500.0
1261,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Diyetisyen,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1262,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Sağlık ve Tıp,Site Coordinator Ya Da Klinik Araştırma Personeli,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
1263,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Sağlık ve Tıp,Hekim Yardimcisi,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1264,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Sağlık ve Tıp,Grafiker,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1265,Erkek,Türkiye,Tam zamanlı,Ofiste,150-199,5-7 Yıl,Sağlık ve Tıp,Sağlık Memuru,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
1266,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Crm Specialist,41.000-50.000 TL,20.000-30.000 TL,Almadım,45500.0
1267,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Sağlık ve Tıp,Yurtdışı Hasta Danışmanı- Tercüman,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1268,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Sağlık ve Tıp,Ürün Müdürü,51.000-60.000 TL,91.000-110.000 TL,%11-%20,55500.0
1269,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Fizyoterapist,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1270,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Sağlık ve Tıp,Temizlik Gövervlisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1271,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Sağlık ve Tıp,Fizyoterapist,21.000-30.000 TL,51.000-70.000 TL,Almadım,25500.0
1272,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Sekreter,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1273,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Fitness Eğitmeni,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1274,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Sağlık ve Tıp,Klinik Psikolog,41.000-50.000 TL,31.000-50.000 TL,%5-%10,45500.0
1275,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Sağlık ve Tıp,Hasta Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1276,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Dijital İçerik Üreticisi,41.000-50.000 TL,20.000-30.000 TL,%5-%10,45500.0
1277,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Kalite Güvence Uzmanı,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1278,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Yaşlı Bakım Teknisyeni,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1279,Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,0-1 Yıl,Sağlık ve Tıp,Farmakovijilans Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1280,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Yardımcı Eczacı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1282,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,3-5 Yıl,Sağlık ve Tıp,Fizyoterapist,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1283,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Sağlık ve Tıp,Veri Analisti,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
1284,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Sağlık ve Tıp,Export Specialist,10.000-20.000 TL,111.000-150.000 TL,Almadım,15000.0
1286,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Diyetisyen,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
1287,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Operations And Business Analysis Support Intern,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1288,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Klinik Araştırma Koordinatörü,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1289,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Satış Ve Pazarlama Asistanı,41.000-50.000 TL,Ek gelirim yok,Henuz belli degil,45500.0
1290,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Sosyal Medya Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
1291,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,0-1 Yıl,Sağlık ve Tıp,Tıbbi Satış Mümessili,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
1292,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Klinik Psikolog,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1293,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Pratisyen Hekim,81.000-90.000 TL,Ek gelirim yok,%5-%10,85500.0
1294,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Arge Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1295,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Sağlık ve Tıp,Hemşire,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
1296,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Diyetisyen,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1297,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Kurumsal İletişim Uzmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1298,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Sağlık ve Tıp,Hemşire,21.000-30.000 TL,150.000 TL ve üstü,Almadım,25500.0
1299,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Sağlık ve Tıp,Kalite Yönetim Şefi,21.000-30.000 TL,31.000-50.000 TL,Almadım,25500.0
1300,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Sağlık ve Tıp,Uzman Hemşire,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
1301,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Satınalma Uzman Yardımcısı,31.000-40.000 TL,20.000-30.000 TL,%21-%35,35500.0
1302,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Fizyoterapi Teknikeri,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1303,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Sağlık ve Tıp,Hemşire,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
1304,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,3-5 Yıl,Sağlık ve Tıp,Klinik Psikolog,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1305,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Sağlık ve Tıp,Diş Hekimi,81.000-90.000 TL,Ek gelirim yok,Almadım,85500.0
1306,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Sağlık ve Tıp,Biyolog,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
1308,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Satınalma Uzmanı,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
1309,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Sağlık ve Tıp,Hemşirelik,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
1310,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Sağlık ve Tıp,Kalite Güvence Müdürü Ve Mesul Müdür,61.000-70.000 TL,Ek gelirim yok,%11-%20,65500.0
1311,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Sağlık ve Tıp,Psikolog,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1312,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Sağlık ve Tıp,Pazarlama Uzmanı,31.000-40.000 TL,31.000-50.000 TL,%21-%35,35500.0
1313,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Sağlık ve Tıp,Diyetisyen,51.000-60.000 TL,20.000-30.000 TL,%21-%35,55500.0
1314,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,7-9 Yıl,Sağlık ve Tıp,Finance Manager,101.000-120.000 TL,111.000-150.000 TL,%11-%20,110500.0
1315,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Tedarik Zinciri Uzmanı,41.000-50.000 TL,51.000-70.000 TL,%5-%10,45500.0
1316,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Sağlık ve Tıp,Sosyal Hizmet Uzmanı,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
1317,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Tıbbi Yazar,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
1318,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Sağlık ve Tıp,Araştırmacı,21.000-30.000 TL,71.000-90.000 TL,%5-%10,25500.0
1319,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Sağlık ve Tıp,Hemşire,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
1320,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Sosyal Medya Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1321,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Satın Alma Ve Lojistik Operasyon Sorumlusu,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1322,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Hasta Guvenliligi Uzmani,81.000-90.000 TL,Ek gelirim yok,%11-%20,85500.0
1323,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,International Sales Specialist,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1324,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,İhracat Ve İş Geliştirme Uzman Yardımcısı,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1325,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,İsg-Ç Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
1326,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Dispatcher,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
1327,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Sağlık ve Tıp,Medikal Uzman,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
1328,Kadın,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Pazarlama Stajyeri,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
1329,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1330,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Sağlık ve Tıp,Muhasebe Uzmani,51.000-60.000 TL,51.000-70.000 TL,%11-%20,55500.0
1331,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Memur,21.000-30.000 TL,Ek gelirim yok,%21-%35,25500.0
1332,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Ar- Ge Analitik Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
1333,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Moleküler Biyolog,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1334,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,İş Geliştirme Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
1335,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,0-1 Yıl,Sağlık ve Tıp,Reprezant,31.000-40.000 TL,20.000-30.000 TL,%11-%20,35500.0
1336,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Veteriner Teknikeri,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1337,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Diyetisyen,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1338,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Crm Specialist,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
1339,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,İhracat Ve İş Geliştirme Uzman Yardımcısı,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1340,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Satınalma Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1341,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Sağlık ve Tıp,Tercüman Şefi,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
1342,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Klinik Koordinatörü,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1343,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Diş Hekimi,41.000-50.000 TL,Ek gelirim yok,Henuz belli degil,45500.0
1344,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Sağlık ve Tıp,Diyetisyen,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
1345,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Ruhsat Uzmanı,41.000-50.000 TL,31.000-50.000 TL,%5-%10,45500.0
1346,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,1-3 Yıl,Sağlık ve Tıp,Hemşire,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1347,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,12 ve ustu,Sağlık ve Tıp,Satınalma,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1348,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Maliyet Muhasebesi Ve Operasyonel Verimlilik,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1349,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Mağaza Müdürü,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1350,Kadın,Türkiye,Yarı zamanlı,Ofiste,50-99,0-1 Yıl,Tekstil ve Hazır Giyim,Kasiyer,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1351,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Tekstil ve Hazır Giyim,Merchandiser,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1352,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Tekstil ve Hazır Giyim,Arge Şefi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1353,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Tekstil ve Hazır Giyim,E Ticaret Uzmanı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1354,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Stajyer,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
1355,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Üretim Mühendisi,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
1356,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,İş Geliştirme Analisti,31.000-40.000 TL,31.000-50.000 TL,Henuz belli degil,35500.0
1357,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Tekstil ve Hazır Giyim,Müşteri Temsilcisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1358,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Tekstil ve Hazır Giyim,Moda Tasarımcı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1359,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,İş Analisti,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
1360,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Tekstil ve Hazır Giyim,Muhasebe Elemanı,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
1361,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,Laborant,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1362,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Tekstil ve Hazır Giyim,Kalite Yönetim Sistemleri Sorumlusu,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1363,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,Satış Sorumlusu,41.000-50.000 TL,51.000-70.000 TL,Almadım,45500.0
1364,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,12 ve ustu,Tekstil ve Hazır Giyim,Senior Merchendiser,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
1365,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,İthalat/İhracat Uzmanı,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
1366,Kadın,Türkiye,Yarı zamanlı,Hybrid,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Kasa Personeli,10.000-20.000 TL,Ek gelirim yok,%11-%20,15000.0
1367,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Test Assignment Specialist,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1368,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Tekstil ve Hazır Giyim,Tasarım Müdürü,51.000-60.000 TL,Ek gelirim yok,Henuz belli degil,55500.0
1369,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Tekstil ve Hazır Giyim,Merchandiser Assistant,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1370,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Üretim Ve Sevkiyat Uzmanı,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
